ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PE-4506","10","El proyecto/expediente y acciones llevadas a cabo en cuanto al tren del sur, en tenerife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4507","10","Celebración de concursos de oposiciones para las plazas recogidas en la ope de personal estatutario de los órganos de prestación de servicios sanitarios del scs para 2021, así como para las recogidas en la oferta de empleo adicional de estabilización del empleo temporal del personal estatutario de los órganos de prestación de servicios sanitarios del scs, dirigida al sr. consejero de sanidad.","2022-02-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4522","10","El reglamento de visado de conformidad y calidad en materia urbanística y de rehabilitación, funcionamiento y registro de las entidades colaboradoras para su emisión en canarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-07","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4523","10","El desarrollo reglamentario de los requisitos documentales de las declaraciones responsables en materia de costas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4524","10","La aprobación de la adaptación del decreto 141/2009, de 10 de noviembre, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4419","10","Tiempo medio en dar de alta a los gestores y productores de residuos que lo solicitan en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4427","10","Destino concreto de 100.000 euros de la partida  216g0060 cs antigua, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4431","10","Grado de ejecución, material y presupuestaria, del nuevo enlace de las chafiras, en tenerife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4435","10","Número de viviendas que se han proyectado para su construcción en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4454","10","Mes de 2022 en que comenzará el desmantelamiento de los terrenos de la refinería de santa cruz de tenerife, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4455","10","El pago de las ayudas al alquiler de vivienda por el covid-19 presentadas y solicitadas el 10 de junio de 2020, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4525","10","Contacto con las autoridades marroquíes para establecer acuerdos para que la integración de menores no acompañados se realice en su entorno de procedencia, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-02-07","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4526","10","El nuevo texto de proyecto de real decreto sobre normas de sanidad y protección animal durante el transporte, en lo que a canarias se refiere, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-02-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4527","10","El reciente documento del gobierno de españa con los criterios de distribución de fondos del plan de recuperación a las comunidades autónomas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-02-07","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4528","10","Incidencia real del efecto de la ansiedad causado por la pandemia en la profesión de enfermería, dirigida al sr. consejero de sanidad.","2022-02-07","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4529","10","Fondos europeos que han sido transferidos en el 2021 diferenciando entre mecanismo recuperación y resiliencia y los react-eu,  dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-02-08","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4457","10","Destino concreto y criterios de distribución de 100.000 mascarillas fpp2, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4458","10","Cantidad ejecutada de los 5 millones de euros anunciados para auxiliar a familias en la palma, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4459","10","Atención a la situación de pobreza de mayores canarios retornados de venezuela que no cumplen con los 10 años de residencia para poder acceder a una prestación no contributiva, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4460","10","Coste del contrato y forma de selección de la empresa a la que se ha encargado la gestión de las subvenciones con cargo al irpf, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4461","10","Gestiones realizadas para compartir listados de intervención quirúrgica en procesos de transición del colectivo trans previstas en málaga, dirigida al sr. consejero de sanidad.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4462","10","Experiencia en procedimientos de convocatorias públicas de la administración que tiene la empresa a la que se ha contratado la gestión de las subvenciones con cargo al irpf, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4463","10","Dotación a la unidad transcan de los 5 puestos que deberían integrar el equipo disciplinar, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4464","10","Número de familias que han recibido fondos procedentes de los 5 millones de euros anunciados para auxiliar a familias en la palma, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4539","10","La situación de la federación regional de lucha canaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-02-11","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4530","10","Islas que se han adherido a saborea españa, dirigida a la sra. consejera de turismo, industria y comercio.","2022-02-08","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4531","10","Acciones realizadas en el compromiso con la reducción de las emisiones generadas por las actividades vinculadas al turismo, dentro de los objetivos de la estrategia canarias destino, dirigida a la sra. consejera de turismo, industria y comercio.","2022-02-08","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4465","10","La fase en que se encuentra el desarrollo del historial social único que exige la ley de servicios sociales de canarias, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4466","10","Actuaciones previstas respecto a aguas este año en lanzarote, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4467","10","Las prioridades en carreteras en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4468","10","Actuaciones previstas en el puerto de caleta de sebo, la graciosa, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4470","10","Efectividad de la convocatoria que debe hacerse para la solicitud del bono joven para el alquiler aprobada por el gobierno de españa, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4472","10","Actuaciones a realizar en el puerto de órzola, haría, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4474","10","Establecimiento de alguna ayuda a los ganaderos para la gestión y tratamiento de los residuos del sector ganadero, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4478","10","Gasto imputable al bono turístico en concepto de diseño, implementación, ejecución y gestión, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4480","10","Gasto realizado en la plataforma de marketplace, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4532","10","El coste de los servicios de emergencia y seguridad dependientes del gobierno de canarias a lo largo de la erupción volcánica en la palma, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-02-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4533","10","Número total de cultivos afectados por la zona de exclusión de la erupción volcánica de la palma, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-02-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4534","10","Recursos económicos que han sido destinados a las diferentes administraciones palmeras para la ejecución del plan de empleo extraordinario, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-02-09","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4535","10","Condiciones en que ha quedado la obra de la carretera lp-2, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4536","10","Las posibilidades de finalización de la obra de la carretera lp-2, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-09","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4537","10","Previsión de inicio de las obras para la construcción de un nuevo centro educativo en la costa de arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-02-09","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4481","10","Listado de hoteles que se han acogido a la campaña del gobierno de canarias sobre la venta de quesos en los hoteles de canarias, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4482","10","Empresa a la que se le adjudicó el estudio sobre el plan de soberanía alimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4491","10","Realización de investigación en relación a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4492","10","La matriculación indebida de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4493","10","Responsabilidad que asumen el centro educativo y la consejería, respecto a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4494","10","Solución que se le va a dar a dos alumnos afectados por un error del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4495","10","Medidas a adoptar para que las familias de dos alumnos del ies teror no tengan que devolver las ayudas económicas recibidas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4496","10","Medidas para depurar responsabilidades en la dirección del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4497","10","Agrupaciones del carnaval de tenerife que han acudido a ferias de turismo durante el último año, quién las ha seleccionado y conforme a qué criterio, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-26","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4578","10","La inversión en la construcción de instalaciones destinadas a cafetería en el hospital insular nuestra señora de los reyes, dirigida al sr. consejero de sanidad.","2022-02-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4579","10","Actuaciones previstas para mejorar de forma inmediata o a corto plazo las instalaciones del servicio de urgencias del hospital nuestra señora de los reyes, dirigida al sr. consejero de sanidad.","2022-02-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4580","10","Previsiones con el nuevo plan estratégico para las escuelas que son titularidad del gobierno, pero dependen de la consejería de derechos sociales, igualdad, diversidad y juventud, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-02-28","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4581","10","Devolución del igic ingresado por las empresas turísticas por operaciones con el operador thomas cook y sus filiales vinculado a operaciones/facturas no pagadas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-03-02","Cerrada","Ordinario","Rechazada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4582","10","Necesidad de una modificación legislativa para devolver el igic pagado por las empresas turísticas y que han resultado operaciones fallidas por la quiebra de thomas cook, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-03-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4583","10","Devolución del igic ingresado por el sector turístico por facturas con thomas cook y que no han sido pagadas por la mencionada empresa, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-03-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4584","10","Cuantificación de lo ingresado por el sector turístico durante 2020 por operaciones vinculadas con la compañía thomas cook y/o sus filiales, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-03-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4585","10","Cuantificación de lo ingresado por el sector turístico durante 2019 por operaciones vinculadas con la compañía thomas cook y/o sus filiales, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-03-02","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4608","10","La actividad de la escuela canaria del deporte prevista en el artículo 32 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4609","10","La actividad desarrollada respecto al fomento y promoción del deporte y a la investigación en las ciencias del deporte, dirigida a la sra. consejera de educación, universidades, cultura y deporte.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4610","10","Desarrollo reglamentario previsto en el artículo 31 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4611","10","Desarrollo reglamentario previsto en la disposición adicional segunda de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4612","10","Actuaciones previstas del consejo canario del deporte y financiación prevista para las mismas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4613","10","Desarrollo reglamentario previsto en el artículo 35 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4614","10","Desarrollo reglamentario previsto en la disposición final cuarta de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4615","10","Desarrollo reglamentario previsto en los artículos 97 y 98 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4616","10","La elaboración y aprobación de la ley canaria del ejercicio profesional de los servicios deportivos, prevista en la disposición adicional tercera de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4617","10","Trabajos que se han realizado al objeto de elaborar y aprobar la ley de mecenazgo deportivo de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4423","10","Destino concreto de  3.000.000 de euros de la partida 226g0103 equipamiento infraestructuras sanitarias a. e para la isla de fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr, consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4424","10","Destino concreto de 1.500.000 euros de la partida 226g0108 modernización y reposición tecnológica hospitalaria (react eu) para fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4425","10","Destino concreto de 400.000 euros de la partida 166g0101 obras, reformas y equipamientos g.s.s. fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4426","10","Programación o cronología prevista para la puesta en funcionamiento de la nueva unidad de hemodinámica en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4428","10","Número de psicólogos y psiquiatras que se han contratado para el área de salud de fuerteventura en 2020, 2021, y 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4429","10","Gasto durante la pandemia en hoteles en fuerteventura en el servicio de alojamiento para aislamiento o cuarentena de personas por covid-19, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4430","10","Reparto de la ejecución del proyecto 216g0141, denominado uso y calidad tic en el entorno educativo, por importe de 1.000.000 de euros para la isla de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4432","10","Grado de ejecución, material y presupuestaria, del nuevo enlace de oroteanda, en tenerife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4433","10","Número de viviendas compradas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4434","10","Municipios en los que se han adquirido viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4436","10","Municipios en los que se ha proyectado la ejecución de viviendas en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4437","10","Número de viviendas que se han rehabilitado en 2021 en el marco de ejecución del plan de vivienda 2020-2025, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4439","10","Motivo de autorización del incremento de gasto de la convocatoria para el ejercicio 2021 de las compensaciones al transporte interinsular de mercancías, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4443","10","Coste total del desarrollo e implementación de la plataforma online canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4444","10","Empresa que ha desarrollado la plataforma canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4447","10","Objetivos marcados para la elaboración de la estrategia transición justa, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4619","10","La elaboración y aprobación del plan director de instalaciones deportivas de canarias, previsto en el artículo 43 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4620","10","Planes estratégicos de la lucha canaria y de los juegos y deportes autóctonos aprobados, en consonancia con la disposición adicional cuarta de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4621","10","Aprobación del reglamento previsto en el artículo 24 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4622","10","Desarrollo reglamentario previsto en el artículo 100 de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4618","10","La creación del observatorio canario de la actividad física y el deporte, previsto en el artículo 15 y en la disposición adicional quinta de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-03-03","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4469","10","Los expedientes de la construcción de vivienda pública en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4471","10","Pasos que quedan para la plena eficacia de la concertación social emanada de la ley de servicios sociales, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4473","10","La construcción de la residencia de mayores de alto requerimiento, en teguise, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4475","10","Presupuesto dedicado al bono turístico por todos los conceptos, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4476","10","Cantidad gastada y abonada del bono turístico, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4477","10","Gasto destinado a la publicidad del bono turístico, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4479","10","Empresas o proveedores encargados del diseño, ejecución, implementación y gestión del bono turístico, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-21","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4448","10","Medidas que se han llevado a cabo en salud mental desde la erupción del volcán de la palma, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4451","10","Conclusiones que se desprenden del i symposium del camino de santiago entre volcanes, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4452","10","Visitas recibidas en el stand de la feria mic celebrada en barcelona, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4637","10","Las obras de mantenimiento de escuelas infantiles titularidad de la consejería durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4640","10","Obras de mantenimiento de recursos residenciales para menores migrantes durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4647","10","Acciones para la atención e intervención con menores en riesgo de exclusión social durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-03-16","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
